project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude
PRJ-1259,PCL-10393,Visakhapatnam Metro Rail Extension Corridor 1,Urban Metro / Transit,Andhra Pradesh,Visakhapatnam,157.98,402,High,0.76,1,Disputed in Escrow,243,Possession Taken (Sec 38),Approved,15,0.85,Contested / Encroached,Moderate,272,0.589,2024-03-19,2025-05-10,417,1,14.535944,78.343734
PRJ-1121,PCL-10394,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Panipat,172.07,246,Very High,0.9,1,Pending Disbursal,269,Award Declared (Sec 23),Approved,47,0.43,Contested / Encroached,Low / Resistant,126,0.765,2025-08-19,2026-09-28,405,1,29.98293,77.4291
PRJ-1194,PCL-10395,NH-25 Four-Laning Bypass Section 4,Highway / Expressway,Madhya Pradesh,Ujjain,289.64,315,High,0.85,1,Partially Disbursed,138,Possession Taken (Sec 38),Approved,33,0.73,Substantial Possession (>70%),Hostile / Legal Injunction,30,0.404,2025-06-25,2026-07-03,373,1,24.336533,76.634853
PRJ-1229,PCL-10396,NH-92 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Angul,37.74,55,Medium,0.64,0,Partially Disbursed,138,Possession Taken (Sec 38),Under Scrutiny,132,0.52,Initial Stage (<30%),Moderate,69,0.531,2024-04-08,2024-09-11,156,1,19.752989,85.877421
PRJ-1214,PCL-10397,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Haryana,Gurugram,33.73,32,Medium,0.54,0,Pending Disbursal,150,Declaration Published (Sec 19),Under Scrutiny,125,0.32,Full Possession,High / Cooperative,212,0.493,2026-11-04,2027-04-17,164,1,30.027148,75.824258
PRJ-1061,PCL-10398,Kota Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Rajasthan,Kota,48.45,44,Medium,0.23,1,Pending Disbursal,281,Award Declared (Sec 23),Approved,91,0.53,Full Possession,High / Cooperative,122,0.603,2026-08-16,2027-06-16,304,1,26.697041,73.460857
PRJ-1216,PCL-10399,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,18.29,32,Low,0.85,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,59,0.85,Full Possession,Moderate,236,0.378,2025-11-26,2026-01-04,39,0,21.191088,72.984713
PRJ-1232,PCL-10400,Maharashtra Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Maharashtra,Nagpur,15.72,20,Medium,0.96,0,Partially Disbursed,147,Possession Taken (Sec 38),Under Scrutiny,168,0.36,Full Possession,Moderate,274,0.178,2026-08-29,,163,1,20.660833,78.050636
PRJ-1210,PCL-10401,Aviation Logistics Runway Package 3,Airport Infrastructure,Rajasthan,Jaipur,8.21,21,Low,0.53,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,172,0.29,Partial Possession (30-70%),Moderate,304,0.744,2023-07-12,2023-12-25,166,1,25.753835,76.361442
PRJ-1159,PCL-10402,Nagpur Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Maharashtra,Nagpur,401.07,560,Medium,0.34,1,Partially Disbursed,175,Notification Pending,Approved,34,0.79,Initial Stage (<30%),Low / Resistant,130,0.421,2024-06-10,2025-04-27,321,1,19.677029,73.842202
PRJ-1062,PCL-10403,Rajasthan Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Rajasthan,Jaipur,57.93,106,Low,0.7,0,Pending Disbursal,317,Preliminary Notification (Sec 11),Conditional Clearance,222,0.48,Initial Stage (<30%),High / Cooperative,378,0.573,2024-09-07,2025-05-14,249,1,26.946319,74.187971
PRJ-1024,PCL-10404,Industrial Rail Siding Network 5,Railway & Freight Corridor,Karnataka,Kalaburagi,98.24,107,Low,0.57,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,81,0.59,Full Possession,High / Cooperative,355,0.089,2026-08-23,,40,0,14.958218,77.538316
PRJ-1131,PCL-10405,Bharuch Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Bharuch,17.81,85,Medium,0.85,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,19,0.68,Full Possession,High / Cooperative,139,0.444,2022-04-09,2022-04-19,10,0,23.278084,69.7286
PRJ-1166,PCL-10406,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,81.22,144,Low,0.68,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,107,0.63,Substantial Possession (>70%),High / Cooperative,115,0.167,2025-08-06,,55,0,25.926977,83.134519
PRJ-1238,PCL-10407,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Andhra Pradesh,Nellore,15.76,20,Medium,0.94,1,Pending Disbursal,141,Declaration Published (Sec 19),Conditional Clearance,178,0.67,Initial Stage (<30%),Low / Resistant,460,0.527,2026-02-25,2027-07-21,511,1,16.483733,78.370745
PRJ-1229,PCL-10408,NH-92 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Angul,101.12,95,Very High,0.78,0,Partially Disbursed,167,Possession Taken (Sec 38),Resubmission Required,184,0.7,Substantial Possession (>70%),Moderate,140,0.2,2024-04-08,2024-12-27,263,1,19.768162,85.766657
PRJ-1238,PCL-10409,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Andhra Pradesh,Nellore,15.92,25,Low,0.48,0,Fully Disbursed,0,Award Declared (Sec 23),Conditional Clearance,176,0.79,Substantial Possession (>70%),High / Cooperative,356,0.497,2026-02-25,2026-02-25,0,0,18.278904,81.091577
PRJ-1145,PCL-10410,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,22.1,69,Low,0.44,1,Partially Disbursed,172,Award Declared (Sec 23),Pending Environmental Clearance,137,0.39,Partial Possession (30-70%),Moderate,248,0.311,2024-06-07,2025-06-22,380,1,9.704648,79.341467
PRJ-1163,PCL-10411,Uttar Pradesh Integrated Industrial Township 3,Industrial Corridor / SEZ,Uttar Pradesh,Agra,92.41,139,Very High,0.62,1,Disputed in Escrow,344,Award Declared (Sec 23),Approved,67,0.61,Contested / Encroached,Low / Resistant,178,0.588,2026-04-29,2027-06-30,427,1,28.055367,83.155206
PRJ-1069,PCL-10412,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,85.11,118,High,0.76,1,Disputed in Escrow,540,Possession Taken (Sec 38),Conditional Clearance,149,0.48,Initial Stage (<30%),Low / Resistant,59,0.237,2024-09-29,2025-10-21,387,1,16.89435,78.060033
PRJ-1040,PCL-10413,DMIC Special Investment Region Node 1,Industrial Corridor / SEZ,Tamil Nadu,Madurai,38.94,55,Medium,0.9,0,Fully Disbursed,0,Notification Pending,Approved,70,0.44,Full Possession,High / Cooperative,58,0.319,2025-05-05,2025-06-14,40,0,11.381408,79.816974
PRJ-1005,PCL-10414,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,22.49,30,Low,0.6,0,Partially Disbursed,121,Declaration Published (Sec 19),Approved,20,0.56,Substantial Possession (>70%),Moderate,310,0.191,2025-05-08,2025-10-22,167,1,21.411815,70.680115
PRJ-1120,PCL-10415,Kanchipuram Cargo Terminal Expansion 3,Airport Infrastructure,Tamil Nadu,Kanchipuram,25.57,36,Medium,0.57,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,114,0.2,Full Possession,Moderate,190,0.143,2024-02-03,2024-07-09,157,1,12.882405,80.048619
PRJ-1088,PCL-10416,Prayagraj Cargo Terminal Expansion 1,Airport Infrastructure,Uttar Pradesh,Prayagraj,25.8,76,Medium,0.64,1,Partially Disbursed,46,Declaration Published (Sec 19),Approved,15,0.55,Initial Stage (<30%),Moderate,83,0.08,2025-11-09,2026-07-04,237,1,26.92607,81.613127
PRJ-1141,PCL-10417,NH-48 Four-Laning Bypass Section 5,Highway / Expressway,Madhya Pradesh,Ujjain,19.42,20,Medium,0.84,0,Partially Disbursed,146,Preliminary Notification (Sec 11),Pending Environmental Clearance,168,0.8,Substantial Possession (>70%),Moderate,293,0.389,2024-10-30,,28,0,22.894147,79.389064
PRJ-1166,PCL-10418,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,47.51,47,Medium,0.66,0,Partially Disbursed,87,Preliminary Notification (Sec 11),Approved,48,0.76,Substantial Possession (>70%),High / Cooperative,99,0.292,2025-08-06,,18,0,26.520664,83.423575
PRJ-1100,PCL-10419,Industrial Rail Siding Network 4,Railway & Freight Corridor,Rajasthan,Udaipur,53.94,92,Very High,0.6,0,Pending Disbursal,217,Declaration Published (Sec 19),Approved,121,0.57,Partial Possession (30-70%),Moderate,321,0.562,2023-10-04,2024-07-11,281,1,25.522706,76.242581
PRJ-1050,PCL-10420,Tamil Nadu Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,27.91,7,High,0.72,1,Partially Disbursed,151,Declaration Published (Sec 19),Resubmission Required,197,0.45,Contested / Encroached,Hostile / Legal Injunction,159,0.344,2023-08-24,2024-10-08,411,1,9.644767,78.389042
PRJ-1122,PCL-10421,Gujarat Integrated Industrial Township 3,Industrial Corridor / SEZ,Gujarat,Surat,5.92,8,High,0.87,1,Partially Disbursed,45,Preliminary Notification (Sec 11),Approved,15,0.31,Contested / Encroached,Low / Resistant,243,0.501,2024-12-31,2025-12-11,345,1,23.786288,72.463298
PRJ-1032,PCL-10422,Madhya Pradesh Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Madhya Pradesh,Ujjain,53.86,50,Medium,0.8,0,Partially Disbursed,105,Possession Taken (Sec 38),Approved,57,0.49,Substantial Possession (>70%),High / Cooperative,181,0.746,2023-04-30,2023-07-30,91,1,26.094109,77.878278
PRJ-1006,PCL-10423,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,17.35,18,Medium,0.92,0,Partially Disbursed,36,Possession Taken (Sec 38),Under Scrutiny,120,0.54,Substantial Possession (>70%),High / Cooperative,251,0.189,2026-09-27,,91,1,24.045009,78.020938
PRJ-1035,PCL-10424,Uttar Pradesh Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,58.53,100,Low,0.47,0,Partially Disbursed,143,Declaration Published (Sec 19),Approved,15,0.91,Partial Possession (30-70%),Moderate,228,0.53,2023-10-13,2024-02-10,120,1,26.75,80.75
PRJ-1160,PCL-10425,Rajasthan Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Rajasthan,Kota,23.92,29,Medium,0.54,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,53,0.84,Full Possession,Moderate,266,0.323,2025-08-02,,47,0,26.621898,74.077442
PRJ-1075,PCL-10426,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Haryana,Gurugram,6.42,5,High,0.51,1,Partially Disbursed,81,Preliminary Notification (Sec 11),Approved,23,0.6,Initial Stage (<30%),Moderate,155,0.635,2023-09-05,2024-08-03,333,1,28.187562,76.513505
PRJ-1240,PCL-10427,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Madhya Pradesh,Gwalior,21.71,65,Very High,0.76,1,Partially Disbursed,146,Preliminary Notification (Sec 11),Under Scrutiny,104,0.79,Contested / Encroached,Low / Resistant,294,0.492,2026-01-18,2027-03-30,436,1,24.688954,77.169331
PRJ-1239,PCL-10428,Industrial Rail Siding Network 3,Railway & Freight Corridor,Uttar Pradesh,Agra,32.58,45,Very High,0.52,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,100,0.76,Full Possession,Moderate,325,0.51,2026-09-19,2027-08-18,333,1,27.171328,79.340703
PRJ-1059,PCL-10429,Bharatmala Economic Highway Ring 2,Highway / Expressway,Madhya Pradesh,Jabalpur,6.36,2,High,0.77,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,31,0.51,Initial Stage (<30%),Moderate,270,0.5,2026-07-14,2026-07-26,12,0,22.676569,77.868612
PRJ-1126,PCL-10430,Uttar Pradesh Clean Energy Hub Sector 4,Renewable / Solar Park,Uttar Pradesh,Lucknow,53.49,97,High,0.51,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,77,0.36,Full Possession,High / Cooperative,348,0.673,2024-09-28,2025-02-02,127,1,25.657041,78.166057
PRJ-1190,PCL-10431,NH-58 Four-Laning Bypass Section 2,Highway / Expressway,Madhya Pradesh,Jabalpur,94.76,185,Very High,0.5,0,Pending Disbursal,123,Preliminary Notification (Sec 11),Approved,36,0.48,Initial Stage (<30%),Hostile / Legal Injunction,298,0.85,2023-03-13,2024-05-10,424,1,25.611746,79.279816
PRJ-1099,PCL-10432,Bharatmala Economic Highway Ring 3,Highway / Expressway,Haryana,Hisar,15.61,13,Medium,0.79,0,Partially Disbursed,180,Declaration Published (Sec 19),Pending Environmental Clearance,177,0.65,Full Possession,Moderate,261,0.541,2023-08-29,2024-04-09,224,1,29.328131,76.869272
PRJ-1127,PCL-10433,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Kurnool,16.97,53,High,0.83,1,Partially Disbursed,50,Possession Taken (Sec 38),Conditional Clearance,71,0.68,Initial Stage (<30%),Hostile / Legal Injunction,176,0.397,2026-05-05,2027-07-02,423,1,14.284339,81.948498
PRJ-1192,PCL-10434,Karnataka Clean Energy Hub Sector 1,Renewable / Solar Park,Karnataka,Mysuru,76.61,75,Medium,0.67,0,Partially Disbursed,98,Notification Pending,Approved,30,0.67,Initial Stage (<30%),Moderate,125,0.488,2025-06-18,,145,1,14.99308,76.035655
PRJ-1113,PCL-10435,Visakhapatnam Cargo Terminal Expansion 1,Airport Infrastructure,Andhra Pradesh,Visakhapatnam,22.2,49,Low,0.89,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,76,0.79,Full Possession,High / Cooperative,137,0.521,2025-06-19,2025-06-19,0,0,17.987492,80.265192
PRJ-1181,PCL-10436,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Angul,53.07,48,Low,0.36,1,Pending Disbursal,344,Award Declared (Sec 23),Approved,15,0.2,Full Possession,Low / Resistant,355,0.694,2026-03-29,2027-09-07,527,1,20.148462,84.161086
PRJ-1039,PCL-10437,Madhya Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Madhya Pradesh,Indore,22.83,39,Medium,0.44,0,Pending Disbursal,140,Preliminary Notification (Sec 11),Approved,15,0.92,Full Possession,Low / Resistant,163,0.287,2026-01-30,,222,1,23.630009,75.577478
PRJ-1169,PCL-10438,Salem Metro Rail Extension Corridor 3,Urban Metro / Transit,Tamil Nadu,Salem,29.8,113,High,0.85,0,Fully Disbursed,0,Notification Pending,Pending Environmental Clearance,177,0.6,Full Possession,Moderate,213,0.153,2023-08-20,2023-09-06,17,0,10.40008,79.360155
PRJ-1178,PCL-10439,Andhra Pradesh Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Andhra Pradesh,Guntur,27.32,26,Medium,0.77,0,Partially Disbursed,68,Possession Taken (Sec 38),Approved,56,0.73,Partial Possession (30-70%),Moderate,261,0.34,2023-09-10,2023-12-26,107,1,17.495764,80.028675
PRJ-1120,PCL-10440,Kanchipuram Cargo Terminal Expansion 3,Airport Infrastructure,Tamil Nadu,Kanchipuram,112.74,411,High,0.45,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,15,0.39,Initial Stage (<30%),Low / Resistant,217,0.56,2024-02-03,2024-10-29,269,1,11.303806,79.486521
PRJ-1225,PCL-10441,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,23.64,70,Medium,0.68,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,15,0.31,Substantial Possession (>70%),High / Cooperative,388,0.631,2024-10-04,2024-10-28,24,0,20.719927,85.557806
PRJ-1154,PCL-10442,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,110.38,193,Very High,0.87,0,Fully Disbursed,0,Notification Pending,Pending Environmental Clearance,79,0.33,Substantial Possession (>70%),Moderate,225,0.51,2026-01-19,2026-10-28,282,1,18.995631,73.198735
PRJ-1201,PCL-10443,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,14.76,13,Low,0.78,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,15,0.57,Substantial Possession (>70%),Low / Resistant,259,0.353,2024-08-23,2025-04-05,225,1,19.715644,85.093371
PRJ-1251,PCL-10444,Rajasthan Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Rajasthan,Udaipur,42.72,88,Medium,0.91,0,Partially Disbursed,146,Preliminary Notification (Sec 11),Approved,42,0.91,Full Possession,High / Cooperative,307,0.332,2026-05-18,2026-06-29,42,0,24.168089,72.224093
PRJ-1201,PCL-10445,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,27.13,30,Medium,0.68,0,Pending Disbursal,156,Declaration Published (Sec 19),Approved,75,0.86,Partial Possession (30-70%),High / Cooperative,129,0.37,2024-08-23,2024-08-23,0,0,19.958292,84.349009
PRJ-1082,PCL-10446,Kota Greenfield International Airport Phase 1,Airport Infrastructure,Rajasthan,Kota,34.24,98,Medium,0.74,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,20,0.9,Partial Possession (30-70%),Moderate,204,0.788,2024-03-28,2024-04-28,31,0,26.706322,76.59101
PRJ-1127,PCL-10447,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Kurnool,15.42,59,Medium,0.61,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,15,0.62,Partial Possession (30-70%),Moderate,249,0.71,2026-05-05,2026-05-31,26,0,16.363769,82.510482
PRJ-1090,PCL-10448,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Gurugram,17.76,23,Medium,0.77,0,Partially Disbursed,54,Possession Taken (Sec 38),Under Scrutiny,165,0.42,Full Possession,High / Cooperative,283,0.761,2023-10-27,2023-12-19,53,0,29.046127,75.891198
PRJ-1081,PCL-10449,Industrial Rail Siding Network 4,Railway & Freight Corridor,Karnataka,Bengaluru Rural,29.98,42,High,0.82,1,Partially Disbursed,156,Possession Taken (Sec 38),Resubmission Required,176,0.57,Initial Stage (<30%),Low / Resistant,434,0.801,2025-10-07,,462,1,13.891504,76.559866
PRJ-1054,PCL-10450,Haryana Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Haryana,Hisar,83.06,109,Low,0.8,1,Fully Disbursed,0,Possession Taken (Sec 38),Approved,30,0.37,Contested / Encroached,High / Cooperative,266,0.175,2027-04-14,2027-05-05,21,0,29.260548,77.03107
PRJ-1006,PCL-10451,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,15.65,15,Medium,0.67,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,133,0.44,Substantial Possession (>70%),High / Cooperative,129,0.372,2026-09-27,2026-10-18,21,0,23.152665,79.588237
PRJ-1083,PCL-10452,Tamil Nadu Clean Energy Hub Sector 5,Renewable / Solar Park,Tamil Nadu,Madurai,35.88,26,Low,0.17,1,Partially Disbursed,32,Award Declared (Sec 23),Approved,15,0.84,Partial Possession (30-70%),Low / Resistant,139,0.65,2026-02-06,,312,1,10.130003,77.106005
PRJ-1111,PCL-10453,Kalaburagi Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Kalaburagi,49.87,69,Medium,0.66,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,24,0.08,Substantial Possession (>70%),Moderate,145,0.313,2026-12-07,2027-04-28,142,1,14.716085,74.702819
PRJ-1104,PCL-10454,Haryana Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Haryana,Karnal,91.02,90,Low,0.45,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,20,0.83,Full Possession,High / Cooperative,207,0.598,2025-06-25,,37,0,30.279169,76.261825
PRJ-1086,PCL-10455,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Haryana,Hisar,57.16,174,Very High,0.82,0,Partially Disbursed,168,Possession Taken (Sec 38),Pending Environmental Clearance,153,0.02,Full Possession,Moderate,176,0.324,2024-10-11,2025-08-15,308,1,29.787628,75.633624
PRJ-1089,PCL-10456,NH-34 Four-Laning Bypass Section 4,Highway / Expressway,Andhra Pradesh,Krishna,9.51,2,Low,0.83,0,Fully Disbursed,0,Notification Pending,Approved,104,0.09,Full Possession,High / Cooperative,115,0.459,2022-09-29,2023-02-06,130,1,14.115976,81.254565
PRJ-1155,PCL-10457,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,69.19,132,Medium,0.36,0,Partially Disbursed,94,Preliminary Notification (Sec 11),Under Scrutiny,181,0.83,Contested / Encroached,Low / Resistant,228,0.701,2022-06-15,2023-04-15,304,1,17.427199,80.497923
PRJ-1069,PCL-10458,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,96.63,170,Medium,0.43,1,Pending Disbursal,319,Possession Taken (Sec 38),Under Scrutiny,184,0.58,Contested / Encroached,Hostile / Legal Injunction,61,0.53,2024-09-29,2026-02-21,510,1,15.511005,81.163232
PRJ-1007,PCL-10459,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,19.72,26,Low,0.76,0,Partially Disbursed,45,Declaration Published (Sec 19),Approved,57,0.17,Full Possession,Moderate,276,0.736,2023-11-24,2024-06-17,206,1,21.724557,71.761934
PRJ-1105,PCL-10460,Rajasthan Green Express Corridor Phase 5,Highway / Expressway,Rajasthan,Kota,9.81,2,Very High,0.83,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,145,0.73,Partial Possession (30-70%),Moderate,276,0.108,2023-06-01,2023-08-31,91,1,26.874971,72.454577
PRJ-1213,PCL-10461,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Agra,9.92,10,High,0.73,1,Pending Disbursal,217,Declaration Published (Sec 19),Under Scrutiny,155,0.42,Partial Possession (30-70%),Moderate,137,0.729,2026-11-07,2028-01-06,425,1,27.253358,79.607658
PRJ-1004,PCL-10462,Maharashtra Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Maharashtra,Nagpur,51.47,97,Low,0.56,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,150,0.41,Partial Possession (30-70%),Hostile / Legal Injunction,276,0.837,2024-04-03,2025-05-16,408,1,18.237389,76.196511
PRJ-1121,PCL-10463,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Panipat,30.21,52,Low,0.9,0,Partially Disbursed,107,Award Declared (Sec 23),Under Scrutiny,149,0.91,Initial Stage (<30%),High / Cooperative,238,0.203,2025-08-19,2025-09-14,26,0,29.267819,76.359856
