parcel_id,project_id,state,district,latitude,longitude,project_type,land_area_acres,affected_families,affected_family_density,land_area_per_family,documentation_completeness_pct,rehabilitation_progress_pct,legal_dispute_indicator,compensation_pending_days,approval_processing_days,approval_delay_days,administrative_processing_days,historical_delay_rate,compensation_status,notification_status,approval_status,possession_status,stakeholder_responsiveness,ownership_complexity,ownership_complexity_score,stakeholder_response_score,possession_progress_score,operational_friction_index,target_delay_status,target_delay_days
PCL-10836,PRJ-1099,Haryana,Hisar,29.192506,75.92487,Highway / Expressway,5.0,2,0.4,2.4988,74.0,58.0,0,45,56,0,177,0.296,Partially Disbursed,Possession Taken (Sec 38),Approved,Full Possession,High / Cooperative,Medium,2,4,5,17.89,1,106
PCL-10837,PRJ-1102,Odisha,Cuttack,20.23448,86.421077,Highway / Expressway,10.54,21,1.9924,0.5019,52.0,37.0,0,0,113,53,221,0.555,Fully Disbursed,Award Declared (Sec 23),Conditional Clearance,Full Possession,High / Cooperative,Low,1,4,5,24.19,1,91
PCL-10838,PRJ-1152,Madhya Pradesh,Ujjain,24.696837,78.292589,Urban Metro / Transit,9.83,11,1.119,0.8936,55.0,64.0,0,94,156,96,97,0.361,Partially Disbursed,Award Declared (Sec 23),Conditional Clearance,Full Possession,Moderate,Medium,2,3,5,23.85,1,159
PCL-10839,PRJ-1031,Maharashtra,Aurangabad,19.847552,78.283302,Irrigation / Water Canal,70.93,42,0.5921,1.6888,70.0,74.0,1,225,151,91,164,0.585,Disputed in Escrow,Award Declared (Sec 23),Under Scrutiny,Contested / Encroached,Low / Resistant,High,3,2,1,56.5,1,364
PCL-10840,PRJ-1034,Haryana,Hisar,29.416083,76.931583,Urban Metro / Transit,25.55,58,2.2701,0.4405,91.0,55.0,0,0,37,0,96,0.493,Fully Disbursed,Possession Taken (Sec 38),Approved,Contested / Encroached,Moderate,Medium,2,3,1,13.65,1,126
PCL-10841,PRJ-1022,Gujarat,Vadodara,23.053507,70.852823,Highway / Expressway,5.33,10,1.8762,0.5329,78.0,91.0,0,0,197,137,236,0.492,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Full Possession,Moderate,Low,1,3,5,17.9,0,0
PCL-10842,PRJ-1013,Haryana,Karnal,30.146068,77.047704,Renewable / Solar Park,66.02,73,1.1057,0.9044,79.0,86.0,1,178,201,141,320,0.384,Pending Disbursal,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,High,3,4,4,49.92,1,230
PCL-10843,PRJ-1077,Uttar Pradesh,Kanpur,25.971026,79.117885,Railway & Freight Corridor,22.37,29,1.2964,0.7714,47.0,20.0,0,0,258,198,220,0.235,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Partial Possession (30-70%),Moderate,Low,1,3,3,30.6,1,199
PCL-10844,PRJ-1082,Rajasthan,Kota,26.194305,74.978156,Airport Infrastructure,93.66,226,2.413,0.4144,31.0,44.0,1,162,138,78,314,0.395,Pending Disbursal,Declaration Published (Sec 19),Under Scrutiny,Initial Stage (<30%),Hostile / Legal Injunction,Medium,2,1,2,74.08,1,525
PCL-10845,PRJ-1252,Maharashtra,Solapur,18.087606,75.021249,Renewable / Solar Park,14.2,2,0.1408,7.0965,61.0,30.0,0,0,180,120,251,0.499,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Full Possession,Moderate,Medium,2,3,5,27.96,1,355
PCL-10846,PRJ-1066,Haryana,Faridabad,28.936962,77.393818,Industrial Corridor / SEZ,31.16,30,0.9628,1.0386,53.0,42.0,0,0,123,63,223,0.183,Fully Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Initial Stage (<30%),High / Cooperative,Medium,2,4,2,23.56,0,23
PCL-10847,PRJ-1244,Karnataka,Mysuru,16.40535,76.325986,Airport Infrastructure,33.89,102,3.0097,0.3323,76.0,20.0,1,207,156,96,260,0.516,Pending Disbursal,Notification Pending,Under Scrutiny,Contested / Encroached,High / Cooperative,Low,1,4,1,56.06,1,331
PCL-10848,PRJ-1010,Madhya Pradesh,Indore,23.429224,80.68666,Irrigation / Water Canal,13.71,18,1.3129,0.7616,37.0,65.0,0,98,81,21,199,0.402,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,31.34,0,45
PCL-10849,PRJ-1142,Madhya Pradesh,Gwalior,25.182394,77.378208,Industrial Corridor / SEZ,87.52,140,1.5996,0.6251,49.0,98.0,1,337,81,21,224,0.68,Pending Disbursal,Notification Pending,Approved,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,57.65,1,332
PCL-10850,PRJ-1103,Madhya Pradesh,Bhopal,25.6762,79.183386,Irrigation / Water Canal,15.38,34,2.2107,0.4523,58.0,35.0,0,79,131,71,48,0.211,Partially Disbursed,Notification Pending,Conditional Clearance,Full Possession,High / Cooperative,Medium,2,4,5,19.95,0,28
PCL-10851,PRJ-1217,Madhya Pradesh,Gwalior,25.132843,80.507286,Airport Infrastructure,5.0,20,4.0,0.25,80.0,62.0,1,305,27,0,157,0.34,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Contested / Encroached,High / Cooperative,Low,1,4,1,51.22,0,55
PCL-10852,PRJ-1196,Madhya Pradesh,Gwalior,24.493163,78.850608,Airport Infrastructure,27.19,95,3.4939,0.2862,70.0,79.0,0,146,46,0,87,0.655,Partially Disbursed,Award Declared (Sec 23),Approved,Full Possession,High / Cooperative,Low,1,4,5,17.36,0,1
PCL-10853,PRJ-1168,Haryana,Panipat,29.37618,76.250762,Airport Infrastructure,9.66,25,2.588,0.3864,71.0,40.0,0,131,81,21,134,0.359,Partially Disbursed,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,25.96,1,214
PCL-10854,PRJ-1021,Karnataka,Belagavi,16.877972,74.728749,Industrial Corridor / SEZ,43.27,62,1.4329,0.6979,89.0,37.0,1,163,182,122,77,0.53,Partially Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,43.09,0,32
PCL-10855,PRJ-1174,Odisha,Angul,19.761013,84.977647,Irrigation / Water Canal,133.89,114,0.8514,1.1745,70.0,74.0,0,69,175,115,276,0.505,Partially Disbursed,Notification Pending,Conditional Clearance,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,21.79,0,1
PCL-10856,PRJ-1060,Madhya Pradesh,Ujjain,25.406162,80.609456,Urban Metro / Transit,5.0,26,5.2,0.1923,47.0,73.0,1,205,15,0,272,0.263,Pending Disbursal,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,60.67,1,363
PCL-10857,PRJ-1071,Maharashtra,Pune,19.501693,75.116882,Railway & Freight Corridor,31.95,53,1.6588,0.6028,82.0,56.0,0,136,28,0,208,0.293,Partially Disbursed,Notification Pending,Approved,Full Possession,High / Cooperative,Medium,2,4,5,21.39,1,125
PCL-10858,PRJ-1118,Karnataka,Kalaburagi,15.405422,74.572888,Industrial Corridor / SEZ,41.17,54,1.3116,0.7624,78.0,48.0,0,0,65,5,186,0.643,Fully Disbursed,Declaration Published (Sec 19),Approved,Full Possession,High / Cooperative,Medium,2,4,5,16.58,0,20
PCL-10859,PRJ-1145,Tamil Nadu,Tiruchirappalli,10.453199,78.210332,Urban Metro / Transit,22.3,57,2.5561,0.3912,57.0,47.0,1,96,78,18,206,0.518,Partially Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Low / Resistant,High,3,2,3,58.07,1,387
PCL-10860,PRJ-1208,Rajasthan,Alwar,24.950196,71.714892,Industrial Corridor / SEZ,50.91,47,0.9232,1.0832,70.0,63.0,1,556,172,112,362,0.585,Disputed in Escrow,Award Declared (Sec 23),Conditional Clearance,Initial Stage (<30%),Low / Resistant,Low,1,2,2,70.78,1,496
PCL-10861,PRJ-1185,Madhya Pradesh,Bhopal,24.090631,79.196113,Renewable / Solar Park,120.0,102,0.85,1.1765,72.0,38.0,1,0,49,0,119,0.52,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),Hostile / Legal Injunction,High,3,1,4,52.51,1,553
PCL-10862,PRJ-1199,Karnataka,Belagavi,15.0,76.15,Renewable / Solar Park,44.42,61,1.3733,0.7282,63.0,41.0,1,217,107,47,316,0.271,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,70.32,1,449
PCL-10863,PRJ-1026,Gujarat,Ahmedabad,23.535781,73.215863,Industrial Corridor / SEZ,44.11,98,2.2217,0.4501,56.0,67.0,0,0,88,28,325,0.553,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,24.29,0,37
PCL-10864,PRJ-1191,Haryana,Karnal,28.232639,76.343225,Highway / Expressway,10.17,4,0.3933,2.5419,82.0,51.0,1,194,118,58,87,0.542,Pending Disbursal,Preliminary Notification (Sec 11),Pending Environmental Clearance,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,55.99,1,394
PCL-10865,PRJ-1016,Tamil Nadu,Tiruchirappalli,12.542988,79.939334,Railway & Freight Corridor,69.09,53,0.7671,1.3036,62.0,27.0,0,229,56,0,30,0.08,Pending Disbursal,Award Declared (Sec 23),Approved,Initial Stage (<30%),Moderate,Low,1,3,2,29.19,1,226
PCL-10866,PRJ-1111,Karnataka,Kalaburagi,12.869273,76.719662,Industrial Corridor / SEZ,56.12,41,0.7306,1.3687,72.0,22.0,0,112,154,94,126,0.402,Pending Disbursal,Preliminary Notification (Sec 11),Resubmission Required,Initial Stage (<30%),Moderate,Medium,2,3,2,26.48,1,232
PCL-10867,PRJ-1104,Haryana,Karnal,29.974658,75.596384,Irrigation / Water Canal,13.82,2,0.1447,6.9065,66.0,75.0,1,0,89,29,392,0.26,Fully Disbursed,Preliminary Notification (Sec 11),Pending Environmental Clearance,Contested / Encroached,Moderate,High,3,3,1,52.75,1,301
PCL-10868,PRJ-1251,Rajasthan,Udaipur,27.534641,75.271859,Railway & Freight Corridor,29.91,51,1.7051,0.5865,89.0,70.0,0,173,134,74,143,0.749,Pending Disbursal,Award Declared (Sec 23),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,17.67,0,10
PCL-10869,PRJ-1178,Andhra Pradesh,Guntur,15.840807,80.893038,Railway & Freight Corridor,30.27,35,1.1563,0.8648,74.0,30.0,1,635,175,115,177,0.372,Disputed in Escrow,Possession Taken (Sec 38),Under Scrutiny,Partial Possession (30-70%),Low / Resistant,Very High,4,2,3,66.34,1,524
PCL-10870,PRJ-1045,Uttar Pradesh,Prayagraj,27.097316,82.827771,Renewable / Solar Park,71.0,82,1.1549,0.8658,94.0,53.0,0,174,59,0,135,0.608,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Initial Stage (<30%),High / Cooperative,Medium,2,4,2,18.11,0,0
PCL-10871,PRJ-1175,Odisha,Angul,20.954549,86.296435,Renewable / Solar Park,39.84,42,1.0542,0.9485,69.0,63.0,0,0,35,0,164,0.406,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),High / Cooperative,High,3,4,4,16.05,1,91
PCL-10872,PRJ-1022,Gujarat,Vadodara,22.55675,71.582044,Highway / Expressway,61.76,68,1.101,0.9082,89.0,65.0,0,115,81,21,54,0.319,Partially Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Low / Resistant,Medium,2,2,3,19.95,0,39
PCL-10873,PRJ-1203,Rajasthan,Jaipur,26.351733,75.884229,Irrigation / Water Canal,45.45,44,0.9681,1.0329,91.0,46.0,0,0,33,0,256,0.749,Fully Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,16.8,0,27
PCL-10874,PRJ-1259,Andhra Pradesh,Visakhapatnam,17.569715,80.476494,Urban Metro / Transit,45.87,185,4.0331,0.2479,50.0,37.0,0,0,152,92,204,0.67,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Full Possession,Moderate,High,3,3,5,27.7,1,316
PCL-10875,PRJ-1013,Haryana,Karnal,28.088928,76.11199,Renewable / Solar Park,5.0,5,1.0,0.9998,70.0,33.0,1,150,158,98,289,0.669,Pending Disbursal,Possession Taken (Sec 38),Pending Environmental Clearance,Initial Stage (<30%),Low / Resistant,High,3,2,2,62.2,1,544
PCL-10876,PRJ-1176,Uttar Pradesh,Noida,26.368341,79.175621,Renewable / Solar Park,44.3,58,1.3093,0.7638,71.0,38.0,0,0,186,126,185,0.596,Fully Disbursed,Possession Taken (Sec 38),Resubmission Required,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,18.94,1,196
PCL-10877,PRJ-1131,Gujarat,Bharuch,23.081831,72.839169,Airport Infrastructure,32.66,78,2.3882,0.4187,64.0,58.0,0,119,164,104,203,0.318,Partially Disbursed,Possession Taken (Sec 38),Resubmission Required,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,23.9,0,0
PCL-10878,PRJ-1045,Uttar Pradesh,Prayagraj,26.664564,80.986169,Renewable / Solar Park,41.11,35,0.8514,1.1745,67.0,67.0,0,116,136,76,152,0.396,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),Moderate,Medium,2,3,4,24.12,1,189
PCL-10879,PRJ-1232,Maharashtra,Nagpur,18.678011,75.677885,Irrigation / Water Canal,92.39,65,0.7035,1.4214,59.0,82.0,0,317,166,106,175,0.436,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),Low / Resistant,Low,1,2,2,37.09,1,349
PCL-10880,PRJ-1025,Odisha,Sundargarh,20.208331,84.367705,Highway / Expressway,115.97,159,1.371,0.7294,62.0,40.0,0,0,70,10,352,0.095,Fully Disbursed,Notification Pending,Approved,Full Possession,High / Cooperative,Medium,2,4,5,26.8,1,91
PCL-10881,PRJ-1102,Odisha,Cuttack,20.80358,84.722415,Highway / Expressway,34.34,28,0.8154,1.2264,82.0,61.0,1,244,15,0,161,0.19,Pending Disbursal,Declaration Published (Sec 19),Approved,Contested / Encroached,Moderate,Medium,2,3,1,52.31,1,404
PCL-10882,PRJ-1228,Rajasthan,Udaipur,27.607041,76.643443,Urban Metro / Transit,32.94,74,2.2465,0.4451,90.0,81.0,0,36,132,72,302,0.213,Partially Disbursed,Possession Taken (Sec 38),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,16.7,0,42
PCL-10883,PRJ-1189,Haryana,Gurugram,29.573597,75.752023,Highway / Expressway,18.61,19,1.021,0.9794,46.0,85.0,0,0,149,89,400,0.676,Fully Disbursed,Award Declared (Sec 23),Pending Environmental Clearance,Partial Possession (30-70%),Moderate,Low,1,3,3,31.05,1,136
PCL-10884,PRJ-1125,Uttar Pradesh,Prayagraj,28.132495,82.777878,Highway / Expressway,14.37,16,1.1134,0.8981,81.0,45.0,0,0,15,0,231,0.613,Fully Disbursed,Notification Pending,Approved,Full Possession,Moderate,Low,1,3,5,21.71,1,91
PCL-10885,PRJ-1095,Rajasthan,Jaipur,26.61133,71.733514,Irrigation / Water Canal,20.71,9,0.4346,2.3009,80.0,42.0,0,0,20,0,266,0.646,Fully Disbursed,Award Declared (Sec 23),Approved,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,19.77,1,91
PCL-10886,PRJ-1005,Gujarat,Ahmedabad,21.929698,72.620432,Industrial Corridor / SEZ,45.64,43,0.9422,1.0614,37.0,77.0,1,424,15,0,144,0.28,Disputed in Escrow,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Low / Resistant,Low,1,2,4,67.8,1,420
PCL-10887,PRJ-1037,Karnataka,Belagavi,13.265951,74.956258,Renewable / Solar Park,50.09,71,1.4174,0.7055,53.0,37.0,0,469,93,33,385,0.164,Disputed in Escrow,Declaration Published (Sec 19),Approved,Contested / Encroached,High / Cooperative,High,3,4,1,45.14,1,267
PCL-10888,PRJ-1116,Tamil Nadu,Coimbatore,12.365117,78.309814,Irrigation / Water Canal,298.58,494,1.6545,0.6044,69.0,56.0,0,0,17,0,171,0.399,Fully Disbursed,Award Declared (Sec 23),Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,17.01,0,21
PCL-10889,PRJ-1066,Haryana,Faridabad,29.200478,77.353837,Industrial Corridor / SEZ,12.24,21,1.7157,0.5828,80.0,54.0,0,0,46,0,168,0.619,Fully Disbursed,Notification Pending,Approved,Partial Possession (30-70%),Low / Resistant,Medium,2,2,3,22.4,1,224
PCL-10890,PRJ-1034,Haryana,Hisar,29.398048,76.888501,Urban Metro / Transit,36.18,145,4.0077,0.2495,75.0,70.0,1,264,178,118,223,0.286,Pending Disbursal,Award Declared (Sec 23),Conditional Clearance,Initial Stage (<30%),High / Cooperative,High,3,4,2,52.21,1,316
PCL-10891,PRJ-1241,Madhya Pradesh,Gwalior,24.300336,77.521001,Railway & Freight Corridor,17.24,23,1.3341,0.7495,81.0,65.0,0,176,194,134,150,0.676,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Full Possession,Moderate,Medium,2,3,5,23.91,1,229
PCL-10892,PRJ-1033,Karnataka,Dharwad,13.782805,75.408277,Highway / Expressway,75.64,69,0.9122,1.0962,93.0,75.0,0,212,96,36,108,0.376,Pending Disbursal,Notification Pending,Approved,Contested / Encroached,Moderate,Low,1,3,1,20.41,1,113
PCL-10893,PRJ-1172,Rajasthan,Jaipur,26.327756,73.478082,Airport Infrastructure,33.65,79,2.3477,0.4259,83.0,23.0,0,161,22,0,97,0.85,Pending Disbursal,Award Declared (Sec 23),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,25.1,1,255
PCL-10894,PRJ-1105,Rajasthan,Kota,27.561335,74.482319,Highway / Expressway,61.93,60,0.9688,1.0321,82.0,50.0,0,0,49,0,198,0.254,Fully Disbursed,Award Declared (Sec 23),Approved,Substantial Possession (>70%),Low / Resistant,Medium,2,2,4,23.52,1,238
PCL-10895,PRJ-1126,Uttar Pradesh,Lucknow,26.381543,81.922024,Renewable / Solar Park,59.62,105,1.7612,0.5678,38.0,48.0,1,61,238,178,194,0.295,Partially Disbursed,Possession Taken (Sec 38),Conditional Clearance,Contested / Encroached,Moderate,Medium,2,3,1,56.13,1,412
PCL-10896,PRJ-1097,Tamil Nadu,Tiruchirappalli,12.31077,77.839914,Highway / Expressway,30.33,52,1.7145,0.5833,86.0,42.0,0,137,72,12,109,0.6,Partially Disbursed,Declaration Published (Sec 19),Approved,Contested / Encroached,Low / Resistant,High,3,2,1,25.82,1,384
PCL-10897,PRJ-1056,Tamil Nadu,Coimbatore,11.169652,78.249343,Airport Infrastructure,104.38,197,1.8873,0.5298,88.0,43.0,0,0,32,0,324,0.249,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,20.25,0,60
PCL-10898,PRJ-1050,Tamil Nadu,Kanchipuram,12.697543,79.178845,Irrigation / Water Canal,104.1,92,0.8838,1.1315,39.0,51.0,1,231,51,0,250,0.323,Pending Disbursal,Award Declared (Sec 23),Approved,Partial Possession (30-70%),Low / Resistant,High,3,2,3,68.47,1,449
PCL-10899,PRJ-1137,Haryana,Faridabad,30.276844,76.221748,Highway / Expressway,22.58,2,0.0886,11.2844,82.0,17.0,0,0,15,0,209,0.209,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Moderate,Low,1,3,4,23.49,0,44
PCL-10900,PRJ-1047,Karnataka,Dharwad,15.349077,76.515223,Renewable / Solar Park,18.09,38,2.1006,0.476,90.0,40.0,1,213,141,81,320,0.464,Pending Disbursal,Possession Taken (Sec 38),Under Scrutiny,Contested / Encroached,High / Cooperative,High,3,4,1,53.75,1,383
PCL-10901,PRJ-1002,Madhya Pradesh,Bhopal,23.100591,77.024363,Urban Metro / Transit,17.41,76,4.3653,0.2291,80.0,49.0,0,0,53,0,90,0.741,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,12.48,1,91
PCL-10902,PRJ-1197,Gujarat,Bharuch,23.516701,72.353054,Airport Infrastructure,49.55,74,1.4934,0.6696,50.0,55.0,0,0,15,0,278,0.396,Fully Disbursed,Notification Pending,Approved,Full Possession,Moderate,High,3,3,5,28.68,1,266
PCL-10903,PRJ-1199,Karnataka,Belagavi,16.657273,76.490973,Renewable / Solar Park,81.68,95,1.1631,0.8598,86.0,70.0,0,0,15,0,298,0.46,Fully Disbursed,Possession Taken (Sec 38),Approved,Full Possession,Moderate,Medium,2,3,5,20.72,1,148
PCL-10904,PRJ-1128,Gujarat,Rajkot,23.123308,73.003191,Highway / Expressway,11.85,27,2.2785,0.4389,78.0,84.0,1,123,172,112,233,0.521,Pending Disbursal,Possession Taken (Sec 38),Conditional Clearance,Full Possession,Hostile / Legal Injunction,High,3,1,5,56.04,1,475
PCL-10905,PRJ-1011,Gujarat,Surat,22.473777,72.236385,Urban Metro / Transit,12.66,40,3.1596,0.3165,81.0,78.0,0,0,174,114,233,0.474,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Full Possession,High / Cooperative,Low,1,4,5,14.74,0,11
PCL-10906,PRJ-1101,Andhra Pradesh,Guntur,17.771971,82.847891,Irrigation / Water Canal,14.57,15,1.0295,0.9713,87.0,64.0,0,0,15,0,30,0.306,Fully Disbursed,Notification Pending,Approved,Full Possession,High / Cooperative,High,3,4,5,7.33,0,0
PCL-10907,PRJ-1151,Karnataka,Bengaluru Rural,13.244007,75.94486,Renewable / Solar Park,6.7,12,1.791,0.5583,55.0,42.0,0,0,155,95,186,0.16,Fully Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,21.78,0,43
PCL-10908,PRJ-1091,Odisha,Cuttack,20.299432,85.319671,Urban Metro / Transit,35.09,80,2.2799,0.4386,86.0,65.0,0,49,132,72,255,0.289,Partially Disbursed,Preliminary Notification (Sec 11),Conditional Clearance,Full Possession,High / Cooperative,Low,1,4,5,17.88,0,32
PCL-10909,PRJ-1237,Odisha,Sundargarh,20.988941,85.046113,Airport Infrastructure,33.31,70,2.1015,0.4759,66.0,55.0,0,0,190,130,222,0.347,Fully Disbursed,Declaration Published (Sec 19),Conditional Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,19.62,1,189
PCL-10910,PRJ-1259,Andhra Pradesh,Visakhapatnam,17.987288,79.979648,Urban Metro / Transit,16.5,21,1.2727,0.7857,93.0,60.0,0,124,112,52,138,0.684,Partially Disbursed,Notification Pending,Conditional Clearance,Substantial Possession (>70%),Moderate,Medium,2,3,4,19.42,1,91
PCL-10911,PRJ-1057,Gujarat,Rajkot,22.5,71.25,Industrial Corridor / SEZ,42.32,62,1.465,0.6826,84.0,60.0,1,360,188,128,285,0.619,Pending Disbursal,Possession Taken (Sec 38),Under Scrutiny,Partial Possession (30-70%),Hostile / Legal Injunction,Low,1,1,3,68.93,1,589
PCL-10912,PRJ-1239,Uttar Pradesh,Agra,28.321157,83.143741,Railway & Freight Corridor,34.85,28,0.8034,1.2446,77.0,26.0,0,164,15,0,229,0.791,Partially Disbursed,Possession Taken (Sec 38),Approved,Initial Stage (<30%),Moderate,Medium,2,3,2,31.08,1,295
PCL-10913,PRJ-1038,Madhya Pradesh,Bhopal,24.689112,77.402008,Irrigation / Water Canal,23.44,14,0.5973,1.6742,81.0,45.0,0,0,92,32,240,0.269,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,18.3,1,91
PCL-10914,PRJ-1076,Maharashtra,Nashik,19.354827,76.828751,Airport Infrastructure,8.35,34,4.0719,0.2456,41.0,77.0,1,88,37,0,115,0.467,Partially Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,54.53,1,394
PCL-10915,PRJ-1105,Rajasthan,Kota,26.088517,73.50322,Highway / Expressway,27.33,27,0.9879,1.0122,62.0,51.0,0,0,15,0,263,0.4,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Initial Stage (<30%),Hostile / Legal Injunction,High,3,1,2,33.61,1,325
PCL-10916,PRJ-1222,Uttar Pradesh,Kanpur,25.31562,79.637336,Industrial Corridor / SEZ,29.02,70,2.4121,0.4146,64.0,45.0,0,124,25,0,89,0.765,Pending Disbursal,Award Declared (Sec 23),Approved,Full Possession,High / Cooperative,Medium,2,4,5,21.13,1,237
PCL-10917,PRJ-1052,Odisha,Angul,19.929441,85.969984,Urban Metro / Transit,14.83,29,1.9555,0.5114,82.0,48.0,0,0,15,0,236,0.378,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,17.65,0,2
PCL-10918,PRJ-1189,Haryana,Gurugram,28.172199,76.532295,Highway / Expressway,12.25,9,0.7347,1.361,60.0,70.0,0,0,164,104,187,0.21,Fully Disbursed,Notification Pending,Conditional Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,18.01,1,91
PCL-10919,PRJ-1194,Madhya Pradesh,Ujjain,23.502669,79.621335,Highway / Expressway,45.42,69,1.5192,0.6583,55.0,36.0,0,0,15,0,229,0.257,Fully Disbursed,Notification Pending,Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,23.99,1,91
